6,Jan Nidzwetzki,2023-08-31 02:56:38-05,77dc6ed42c6d0b65dd971566c2184e9bd7008e68,Fix non-deterministic cagg_insert isolation test,"One permutation of the cagg_insert isolation test contains an assumption about the execution order of three processes after a lock is released. However, this behavior is non-deterministic. This PR makes the assumption explicit and adds proper markers to the isolation test to make the output deterministic."
860,Sven Klemm,2022-05-17 07:00:07-05,a7c8641e04ca01d9e3a7973a7b3c817a430004dd,Bump postgres versions used in CI,"Bump postgres versions used in CI to 14.3, 13.7 and 12.11."
7,Jan Nidzwetzki,2023-08-29 07:47:57-05,08231c8aacd17152f315ad36d95c031fb46073aa,Export is_decompress_chunk_path / is_gapfill_path,This patch adds the 'ts_' prefix to the function names of is_decompress_chunk_path and is_gapfill_path and makes them available for use by other parts of TimescaleDB.
8,Jan Nidzwetzki,2023-08-30 16:49:34-05,fa04a067e0dce3a09b229cf2e6c127984cb9896f,Fix an invalid SPI result use after free,This PR fixes the invalid use of an SPI result after SPI_finish is called and the result is freed.
9,Sven Klemm,2023-08-30 02:15:34-05,e3437786ad7e3b5f152167ce0081e546178b8a12,Make multinode tests conditional,Since multinode tests take a long time to run we dont want to run them in CI on individual PRs but only on nightly runs.
1031,gayyappan,2022-01-20 12:23:12-06,9f64df8567abdbe6af11a9388acefb8237629ff5,Add ts_catalog subdirectory,Move files that are related to timescaledb catalog access to this subdirectory
10,Sven Klemm,2023-08-29 05:52:06-05,3b6dc7dc013572f91db181ccbbe4854f596714dd,Move partialize functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - finalize_agg_ffunc(internal,text,name,name,name[],bytea,anyelement) - finalize_agg_sfunc(internal,text,name,name,name[],bytea,anyelement) - partialize_agg(anyelement) - finalize_agg(text,name,name,name[][],bytea,anyelement)"
468,Fabrízio de Royes Mello,2022-11-16 13:34:53-06,b1742969d09114cd5138abe16f5c70dfbf864e4f,Add SQL test files to trailing whitespace CI check,In commit 1f807153 we added a CI check for trailing whitespaces over our source code files (.c and .h).  This commit add SQL test files (.sql and .sql.in) to this check.
11,Alexander Kuzmenkov,2023-08-29 05:39:17-05,623381ce99978b7f05f32ec1f5c117345ef6cd8e,Reread the catalog data after locking the chunk,"The compression status can change, and this is prevented by locking, so to keep our data consistent, we should reread the chunk metadata after we have locked it. Currently we have some code in place that masks this inconsistency by rereading the metadata in another place. This code is removed."
12,Sven Klemm,2023-08-29 03:49:47-05,a9751ccd5eb030026d7b975d22753f5964972389,Move partitioning functions to _timescaledb_functions schema,To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - get_partition_for_key(val anyelement) - get_partition_hash(val anyelement)
13,Sven Klemm,2023-08-28 16:26:23-05,b2a91494a11d8b82849b6f11f9ea6dc26ef8a8cb,Move ddl_internal functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - chunk_constraint_add_table_constraint(_timescaledb_catalog.chunk_constraint) - chunk_drop_replica(regclass,name) - chunk_index_clone(oid) - chunk_index_replace(oid,oid) - create_chunk_replica_table(regclass,name) - drop_stale_chunks(name,integer[]) - health() - hypertable_constraint_add_table_fk_constraint(name,name,name,integer) - process_ddl_event() - wait_subscription_sync(name,name,integer,numeric)"
14,Jan Nidzwetzki,2023-08-29 01:02:48-05,4516df285c962f801722019868fc0a982ed43a57,Make up/downgrade test deterministic,"Two queries in post.continuous_aggs.v3.sql had no ORDER BY specification. Therefore, the query output was not deterministic. This patch adds the missing ORDER BY."
15,Sven Klemm,2023-08-28 08:32:54-05,6576d969b319dac8e7fd08a9cf4cfc8197b34d1d,Move log invalidation functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - cagg_watermark(integer) - cagg_watermark_materialized(integer) - hypertable_invalidation_log_delete(integer) - invalidation_cagg_log_add_entry(integer,bigint,bigint) - invalidation_hyper_log_add_entry(integer,bigint,bigint) - invalidation_process_cagg_log(integer,integer,regtype,bigint,bigint,integer[],bigint[],bigint[]) - invalidation_process_cagg_log(integer,integer,regtype,bigint,bigint,integer[],bigint[],bigint[],text[]) - invalidation_process_hypertable_log(integer,integer,regtype,integer[],bigint[],bigint[]) - invalidation_process_hypertable_log(integer,integer,regtype,integer[],bigint[],bigint[],text[]) - materialization_invalidation_log_delete(integer)"
16,Sven Klemm,2023-08-28 01:38:26-05,28c7457faf9b909ea89b26b61cfa5a8428e2c23c,Move scheduler functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - restart_background_workers() - stop_background_workers() - start_background_workers() - alter_job_set_hypertable_id(integer,regclass)"
17,James Guthrie,2023-08-10 06:23:01-05,01e480d5d668f7fbfc81800d4aad6c5ee61ba227,Account for uncompressed rows in 'create_compressed_chunk',"`_timescaledb_internal.create_compressed_chunk` can be used to create a compressed chunk with existing compressed data. It did not account for the fact that the chunk can contain uncompressed data, in which case the chunk status must be set to partial.  Fixes #5946"
18,Fabrízio de Royes Mello,2023-08-27 06:20:04-05,a323547e691f7ca9ad5d0b3924071a51b0a365cd,Move cagg_migrate functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - cagg_migrate_create_plan(_timescaledb_catalog.continuous_agg,text,boolean,boolean) - cagg_migrate_execute_copy_data(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_copy_policies(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_create_new_cagg(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_disable_policies(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_drop_old_cagg(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_enable_policies(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_override_cagg(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_execute_plan(_timescaledb_catalog.continuous_agg) - cagg_migrate_execute_refresh_new_cagg(_timescaledb_catalog.continuous_agg,_timescaledb_catalog.continuous_agg_migrate_plan_step) - cagg_migrate_plan_exists(integer) - cagg_migrate_pre_validation(text,text,text)  Co-authored-by: Fabrízio de Royes Mello <fabriziomello@gmail.com Co-authored-by: Sven Klemm <sven@timescale.com>"
19,Sven Klemm,2023-08-27 06:20:04-05,e02b1f348eb4c48def00b7d5227238b4d9d41a4a,Simplify schema move update script,Use dynamic sql to create the ALTER FUNCTION statements for those functions that may not exist in previous versions.
20,Sven Klemm,2023-08-23 13:59:47-05,184e8398182fb3972137b4faaa64d3a08836dfd9,Move policy functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - policy_compression_check(jsonb) - policy_compression_execute(integer,integer,anyelement,integer,boolean,boolean) - policy_compression(integer,jsonb) - policy_job_error_retention_check(jsonb) - policy_job_error_retention(integer,jsonb) - policy_recompression(integer,jsonb) - policy_refresh_continuous_aggregate_check(jsonb) - policy_refresh_continuous_aggregate(integer,jsonb) - policy_reorder_check(jsonb) - policy_reorder(integer,jsonb) - policy_retention_check(jsonb) - policy_retention(integer,jsonb)"
21,Lakshmi Narayanan Sreethar,2023-07-05 13:19:07-05,6fb3c3f3f43fe70b7c5034ddfb11451df802890c,PG16: Handle updates to make_restrictinfo function,"While fixing a bug in filtering of ""cloned"" outer-join quals, PG16 adds 3 new parameters to the make_restrictinfo function. Updated the compat function to handle this change. This patch also cleans up the variants of make_restrictinfo from other versions to make it clear which args are passed.  postgres/postgres@991a3df227"
22,Lakshmi Narayanan Sreethar,2023-05-18 06:35:21-05,9425402264624f78fd052c700f53f7a736230007,PG16: Handle removed EquivalenceClass members,PG16 removes the outerjoin_delayed mechanism and RestrictInfo.nullable_relids.  postgres/postgres@b448f1c8 postgres/postgres@3bef56e1
23,Lakshmi Narayanan Sreethar,2023-08-24 09:41:44-05,3a493a47d1b5cc1a148c0040d531bf132f567e80,Remove unused functions,Removed the unused functions ts_make_pathkey_from_sortop and ts_make_pathkey_from_sortinfo.
24,Lakshmi Narayanan Sreethar,2023-05-13 01:50:42-05,040d45510430d13a9e1eda0ecb02981dfa1be39c,PG16: Datum macros are now inline functions,PG16 converted the *GetDatum() and DatumGet*() macros to inline functions. This doesn't affect most of our code but a few places like struct object initialisations cannot use inline functions. This commit updates all the places affected by this change.  postgres/postgres@c8b2ef05
491,Alexander Kuzmenkov,2022-11-09 10:01:58-06,0360812e3ccc627ab6e1cb6aab8e95f925956593,Simplify llvm configuration for linux/macos builds,Set it only in the matrixbuilder.
25,Sven Klemm,2023-08-22 07:15:13-05,0da18a93b5bd00c6b25ff3c485b2228d371b3326,Move chunk functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - calculate_chunk_interval(int, bigint, bigint) - chunk_status(regclass) - chunks_in(record, integer[]) - chunk_id_from_relid(oid) - show_chunk(regclass) - create_chunk(regclass, jsonb, name, name, regclass) - set_chunk_default_data_node(regclass, name) - get_chunk_relstats(regclass) - get_chunk_colstats(regclass) - create_chunk_table(regclass, jsonb, name, name) - freeze_chunk(regclass) - unfreeze_chunk(regclass) - drop_chunk(regclass) - attach_osm_table_chunk(regclass, regclass)"
26,Fabrízio de Royes Mello,2023-08-07 17:49:47-05,5bba74a2ec083728f8e93e09d03d102568fd72b5,Relax strong table lock when refreshing a CAGG,When refreshing a Continuous Aggregate we take a table lock on _timescaledb_catalog.continuous_aggs_invalidation_threshold when processing the invalidation logs (the first transaction of the refresh Continuous Aggregate procedure). It means that even two different Continuous Aggregates over two different hypertables will wait each other in the first phase of the refreshing procedure. Also it lead to problems when a pg_dump is running because it take an AccessShareLock on tables so Continuous Aggregate refresh execution will wait until the pg_dump finish.  Improved it by relaxing the strong table-level lock to a row-level lock so now the Continuous Aggregate refresh procedure can be executed in multiple sessions with less locks.  Fix #3554
27,Sven Klemm,2023-08-23 06:06:49-05,0f3d39574bf696e6627471ee16b5c26a12fb436c,Remove _timescaledb_internal.get_time_type,This function was used in an old version of a cagg informational view that was removed but the function itself was left in.
28,Alexander Kuzmenkov,2023-08-16 05:12:42-05,3373d43143ab8b17c49fdffd34fd35d551d33185,Don't look up entire Chunk struct for compressed chunks,It's not needed. Also add them to baserel cache.
29,Konstantina Skovola,2023-08-07 08:36:17-05,373c55662ca5f8a2993abf9b2aa7f5f4006b3229,Fix ordered append for partially compressed chunks,"In the exclusive presence of partially compressed chunks, this optimization was not applied because no pathkeys were supplied. Additionally, this patch makes sure that if applicable, the `enable_decompression_sorted_merge` optimization is chosen for the path, since it is more beneficial due to the ability to push down the sort below DecompressChunk."
30,Erik Nordström,2023-08-23 03:18:48-05,d1246ee2f30c171491c3f5b9efe0626314c37c13,Exclude PRs from bugs project board,"An `issue_comment` event is triggered by comments on both issues and PRs. However, the bugs project workflow did not filter out pull requests when the `issue_comment` event happened, so pull requests were also added to the bugs project board.  Add a conditional that filters out pull requests so that only issues are added to the board."
31,Sven Klemm,2023-08-23 02:07:14-05,e47832b51ac7b18e7441de3a1eeffe579057d8e2,Bump pgspot version to 0.6.0,pgspot 0.6.0 has a bugfix for function signature tracking to no longer consider default values as part of the function signature.
32,Sven Klemm,2023-08-22 05:01:19-05,cf04496e4b4237440274eb25e4e02472fc4e06fc,Move utility functions to _timescaledb_functions schema,To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - generate_uuid() - get_git_commit() - get_os_info() - tsl_loaded()
33,Sven Klemm,2023-08-22 02:37:40-05,183362e17baf71ae4f663709a9cb412a986aa4d8,Move size_util functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - relation_size(regclass) - data_node_hypertable_info(name, name, name) - data_node_chunk_info(name, name, name) - hypertable_local_size(name, name) - hypertable_remote_size(name, name) - chunks_local_size(name, name) - chunks_remote_size(name, name) - range_value_to_pretty(bigint, regtype) - get_approx_row_count(regclass) - data_node_compressed_chunk_stats(name, name, name) - compressed_chunk_local_stats(name, name) - compressed_chunk_remote_stats(name, name) - indexes_local_size(name, name) - data_node_index_size(name, name, name) - indexes_remote_size(name, name, name)"
34,Mats Kindahl,2023-08-21 10:35:19-05,3db692296028ea3c7407150a76aaa1feed6c5b4e,Call eq_func correctly in time_bucket_gapfill,"The equality comparison function is called using `DirectFunctionCall2Coll`, which do not set the `fcinfo->flinfo` when calling the PostgreSQL function.  Since `array_eq` uses `fcinfo->flinfo->fn_extra` for caching, and `flinfo` is null, this causes a crash.  Fix this issue by using `FunctionCall2Coll` instead, which sets `fcinfo->flinfo` before calling the PostgreSQL function.  Fixes #5981"
35,Sven Klemm,2023-08-21 11:55:35-05,4256009e4cfe3daebe199540ab8c32af34836e01,Move dist_internal functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - set_dist_id(uuid) - set_peer_dist_id(uuid) - validate_as_data_node() - show_connection_cache() - ping_data_node(name, interval) - remote_txn_heal_data_node(oid)"
36,Jan Nidzwetzki,2023-08-21 07:49:35-05,e99832727ac3f8aebd146015158490b28754ac1a,Place data in first/last function in correct mctx,"So far, the ts_bookend_deserializefunc() function has allocated the deserialized data in the current memory context. This data could be removed before the aggregation is finished. This patch moves the data into the aggregation memory context."
37,Lakshmi Narayanan Sreethar,2023-06-02 09:06:26-05,09dd20d7f73938473881b0c0d1fe2e1bb4659161,PG16: Align GUC variables initial value with boot values,"Any value hardcoded to a GUC variable will be overwritten by the boot_value when the GUC mechanism starts up. PG16 makes this more clear by checking that if a hardcoded value exists, it is same as the boot_value. The server asserts in debug builds if values are not equal.  Commit 09636092 already fixes most of our code to align the hardcoded and boot_values for various GUC variables. This patch updates only the ts_guc_max_cached_chunks_per_hypertable initialisation which had an initial value different from the boot_value.  postgres/postgres@a73952b79"
38,Lakshmi Narayanan Sreethar,2023-06-02 08:32:35-05,ba06c6eb2aac3be5ec1145b899cb747c82cca02a,PG16: Include guc header to use GetConfigOptionByName,postgres/postgres@0a20ff54f5
39,Lakshmi Narayanan Sreethar,2023-06-01 12:59:18-05,cf0f9b5bd8def79c346bf5462abe733bfeb4e192,PG16: Replace float8in_internal_opt_error with float8in_internal,PG16 updated float8in_internal_opt_error() function to use soft error reporting and renamed it to float8in_internal(). Updated the code to use the new mechanism.  postgres/postgres@ccff2d20e
40,Sven Klemm,2023-08-20 15:47:10-05,0a66bdb8d36a1879246bd652e4c28500c4b951ab,Move functions to _timescaledb_functions schema,"To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the following functions:  - to_unix_microseconds(timestamptz) - to_timestamp(bigint) - to_timestamp_without_timezone(bigint) - to_date(bigint) - to_interval(bigint) - interval_to_usec(interval) - time_to_internal(anyelement) - subtract_integer_from_now(regclass, bigint)"
41,Sven Klemm,2023-08-21 03:10:53-05,a640d7ddf16f289c9472c2699952df1122642cd1,Fix psql \if expression,"The expression part of the psql \if cannot contain actual SQL expression and is instead much more limited.  A valid value is any unambiguous case-insensitive match for one of: true, false, 1, 0, on, off, yes, no.  See https://www.postgresql.org/docs/current/app-psql.html"
42,Sven Klemm,2023-08-17 02:59:25-05,0dd06e919f7cee9d7f7672b5244e7122d0c66436,Move get_create_command into _timescaledb_functions schema,To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for the get_create_command function.
43,Sven Klemm,2023-04-13 06:16:14-05,56ea8b4de93cefc38e002202d8ac96947dcbaa77,Move trigger functions to _timescaledb_functions schema,To increase schema security we do not want to mix our own internal objects with user objects. Since chunks are created in the _timescaledb_internal schema our internal functions should live in a different dedicated schema. This patch make the necessary adjustments for our trigger functions.
44,Konstantina Skovola,2023-08-17 06:15:21-05,2080c3c0f0d1fd8b90e9fb57491eaf936131f03f,Post-release fixes for 2.11.2,Bumping the previous version and adding tests for 2.11.2
45,Lakshmi Narayanan Sreethar,2023-06-01 12:31:46-05,beb3b39599940082a7b0f4bf0d1d76e4500e5ebb,PG16: vacuum_set_xid_limits is now vacuum_get_cutoffs,PG16 refactors how VACUUM passes around its XID cutoffs. A new dedicated struct is now used by VACUUM to maintain the XID/MXID cutoffs such as FreezeLimit and OldestXmin. The vacuum_set_xid_limits() function is also now replaced with a a new vacuum_get_cutoffs() function that uses the new struct.  postgres/postgres@4ce3afb8
46,Lakshmi Narayanan Sreethar,2023-06-01 12:47:57-05,f92cab8c2a81e5e0d7643e6fbaeed1a371b7bf07,PG16: Rename append_pathkeys to append_pathkeys_custom,Renamed append_pathkeys() to ts_append_pathkeys to prevent conflict with upstream changes  postgres/postgres@1349d279
47,Lakshmi Narayanan Sreethar,2023-07-05 12:16:44-05,3438636a05936f4d20f05b42ac6e6e20d8ca736f,PG16: Macro HeapKeyTest is now an inline function,postgres/postgres@4eb3b112
48,Lakshmi Narayanan Sreethar,2023-06-01 12:43:56-05,8d2dc760b7738d772f4d43e7ed8b32f9c7ed11e8,"PG16: When removing a relation from the query, drop its RelOptInfo.","PG16 removes the notion of ""dead relation"" and instead recommends deleting the relation's RelOptInfo from the planner's data structures when it is no longer needed.  postgres/postgres@e9a20e45"
49,Lakshmi Narayanan Sreethar,2023-05-18 11:05:56-05,82eeb6ec2a19f30d917ca8e51303e217d201b883,"PG16: Node tags T_Join, T_Plan and T_Scan have been removed","Node tags T_Join, T_Plan and T_Scan have been removed in PG16 as those nodes are of abstract type and never directly instantiated.  postgres/postgres@251154be postgres/postgres@8c73c11a"
50,Lakshmi Narayanan Sreethar,2023-05-30 11:42:39-05,b7b9a9b3ef0d1541388617db9e9b9237423eb4f1,PG16: Rename ri_RootToPartitionMap to ri_RootToChildMap,postgres/postgres@fb958b5d
51,Alexander Kuzmenkov,2023-08-15 16:18:13-05,d088b3a5d906f18f554b3322ec6d5cd00987cb4c,Do not add broken compressed join clauses,"We used to add join clauses that referenced a compressed column at the level of the compressed scan, and later remove them. This is wrong and useless, just don't add them."
52,Alexander Kuzmenkov,2023-08-11 06:22:30-05,22a2f49a2f09ef6b5809bf75bd93d016434e48f6,Fix filtering of the redundant decompress chunk clauses,"We just had a bad cast inside is_redundant_derived_clause before, because it doesn't work with IndexClauses. Filtering didn't work as a result."
53,Alexander Kuzmenkov,2023-08-15 07:28:58-05,3a27669c846dd641b5054281729a8a71c576257d,Simplify compressed pathkey lookup,"When looking up a pathkey for compressed scan, we used to do a lot of work, including a quadratic lookup through all the equivalence members, to always arrive at the same canonical pathkey we started from. Just remove this useless code for a significant planning speedup.  This uncovers two bugs in parameterization of decompressed paths and generation of equivalence members for segmentby columns, fix them as well."
54,Alexander Kuzmenkov,2023-08-10 08:32:40-05,04ce1bc498f8a2f7732a50bf673de175db97fd04,Use cached Chunk struct when considering compressed paths,"Full catalog lookups for a Chunk are expensive, avoiding them speeds up the planning."
